Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
418;21101076306;"International Journal of Taiwan Studies";journal;"24688800, 24688797";"Brill Academic Publishers";No;No;0,229;Q3;9;27;52;1472;32;48;0,45;54,52;46,34;0;Netherlands;Western Europe;"Brill Academic Publishers";"2018-2026";"History (Q1); Visual Arts and Performing Arts (Q1); Anthropology (Q2); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
419;25272;"International Journal on Minority and Group Rights";journal;"15718115, 13854879";"Brill Academic Publishers";No;No;0,229;Q3;24;78;95;6039;73;91;0,67;77,42;38,37;0;Netherlands;Western Europe;"Brill Academic Publishers";"1993-1997, 1999-2026";"Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Social Sciences"
420;21101030201;"Leviathan (Germany)";journal;"18618588, 03400425";"Nomos Verlagsgesellschaft mbH und Co KG";Yes;Yes;0,229;Q3;9;14;87;626;36;81;0,30;44,71;32,35;0;Germany;Western Europe;"Nomos Verlagsgesellschaft mbH und Co KG";"2019-2025";"Linguistics and Language (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
421;100147347;"Transnational Corporations";journal;"10149562";"UNCTAD United Nations Conference on Trade and Development";No;No;0,229;Q3;33;0;8;0;14;8;0,00;0,00;0,00;0;Switzerland;Western Europe;"UNCTAD United Nations Conference on Trade and Development";"2005-2012, 2015-2022";"Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
422;25988;"Social Research";journal;"0037783X";"Johns Hopkins University Press";No;No;0,228;Q3;63;52;168;1676;121;147;0,47;32,23;41,30;0;United States;Northern America;"Johns Hopkins University Press";"1946-1947, 1972-1974, 1976, 1979-1980, 1982-1986, 1988, 1995-2025";"History (Q1); Cultural Studies (Q2); Philosophy (Q2); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
423;21101060308;"Vestnik MGIMO-Universiteta";journal;"25419099, 20718160";"MGIMO University";Yes;Yes;0,227;Q3;7;40;162;1256;65;160;0,42;31,40;24,14;0;Russian Federation;Eastern Europe;"MGIMO University";"2019-2025";"History (Q1); Business, Management and Accounting (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
424;24423;"Canadian Journal of Latin American and Caribbean Studies";journal;"23331461, 08263663";"Taylor and Francis Ltd.";No;No;0,225;Q3;16;22;79;1182;49;65;0,44;53,73;47,06;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1984-2011, 2014-2026";"Development (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Social Sciences"
425;19700170038;"Romanian Journal of European Affairs";journal;"15828271, 18414273";"European Institute of Romania";Yes;Yes;0,225;Q3;13;16;43;841;40;43;0,69;52,56;67,65;0;Romania;Eastern Europe;"European Institute of Romania";"2011-2025";"Political Science and International Relations (Q3)";"Social Sciences"
426;5600156022;"Asia-Pacific Review";journal;"13439006, 14692937";"Routledge";No;No;0,224;Q3;25;13;68;217;62;67;0,78;16,69;10,00;0;United Kingdom;Western Europe;"Routledge";"1994-2002, 2004-2025";"History (Q1); Political Science and International Relations (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
427;5700160350;"Israel Studies";journal;"10849513, 1527201X";"Indiana University Press";No;No;0,224;Q3;11;8;95;830;62;89;0,62;103,75;20,00;0;United States;Northern America;"Indiana University Press";"2001, 2017-2025";"History (Q1); Anthropology (Q2); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
428;5600155625;"Politikon";journal;"02589346, 14701014";"Taylor and Francis Ltd.";No;No;0,224;Q3;31;18;64;1113;65;60;1,39;61,83;47,06;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-2026";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
429;21100886400;"Education and Self Development";journal;"19917740";"Kazan Federal University";Yes;No;0,223;Q3;12;58;191;1649;117;178;0,58;28,43;68,57;0;Russian Federation;Eastern Europe;"Kazan Federal University";"2018-2025";"Development (Q3); Education (Q3); Political Science and International Relations (Q3)";"Social Sciences"
430;5700165092;"Global Change, Peace and Security";journal;"14781166, 14781158";"Routledge";No;No;0,223;Q3;27;15;35;775;32;32;1,04;51,67;15,38;0;United Kingdom;Western Europe;"Routledge";"2008-2023, 2025-2026";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
431;11600153566;"Revista Espanola de Ciencia Politica";journal;"21739870, 15756548";"Asociacion Espanola de Ciencia Politica y de la Administracion";Yes;Yes;0,223;Q3;14;22;81;1182;47;81;0,40;53,73;35,00;0;Spain;Western Europe;"Asociacion Espanola de Ciencia Politica y de la Administracion";"2012-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
432;55037;"Asian Affairs (United Kingdom)";journal;"00927678, 19401590";"Taylor and Francis Ltd.";No;No;0,222;Q3;16;9;34;503;39;33;1,00;55,89;30,77;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973-2005, 2010-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
433;21100927990;"Economics of Peace and Security Journal";journal;"1749852X";"EPS Publishing";No;No;0,222;Q3;6;7;23;311;13;22;0,56;44,43;50,00;0;United States;Northern America;"EPS Publishing";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
434;21101297679;"Applied Cybersecurity and Internet Governance";journal;"29564395, 29563119";"NASK National Research Insitute";Yes;No;0,221;Q3;5;16;60;760;74;56;1,00;47,50;29,03;0;Poland;Eastern Europe;"NASK National Research Insitute";"2022-2025";"Computer Science (miscellaneous) (Q3); Political Science and International Relations (Q3); Human-Computer Interaction (Q4); Psychology (miscellaneous) (Q4)";"Computer Science; Psychology; Social Sciences"
435;5200152823;"Journal of Punjab Studies";journal;"09715223";"University of California, Los Angeles";No;No;0,221;Q3;4;17;28;670;11;25;0,21;39,41;28,00;0;United States;Northern America;"University of California, Los Angeles";"1999, 2001-2002, 2016-2023, 2025";"History (Q1); Cultural Studies (Q2); Development (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
436;14000156246;"Baltic Journal of Economics";journal;"1406099X, 23344385";"Taylor and Francis Ltd.";Yes;No;0,220;Q3;17;13;27;590;21;26;0,74;45,38;50,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3)";"Economics, Econometrics and Finance; Social Sciences"
437;21100838844;"Eastern Journal of European Studies";journal;"20686633, 2068651X";"Alexandru Ioan Cuza University of Iasi";Yes;Yes;0,220;Q3;13;34;125;1838;114;121;0,78;54,06;51,43;0;Romania;Eastern Europe;"Alexandru Ioan Cuza University of Iasi";"2017-2025";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
438;21100468970;"Revista CIDOB d'Afers Internacionals";journal;"2013035X, 11336595";"CIDOB (Barcelona centre for international affairs)";Yes;Yes;0,220;Q3;15;20;94;999;77;93;0,53;49,95;43,48;0;Spain;Western Europe;"CIDOB (Barcelona centre for international affairs)";"2016-2025";"Political Science and International Relations (Q3)";"Social Sciences"
439;21101059786;"Economia";journal;"15297470, 15336239";"LSE Press";Yes;Yes;0,219;Q3;6;16;35;743;30;35;0,86;46,44;23,91;2;United States;Northern America;"LSE Press";"2019-2021, 2023-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Business and International Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
440;5800169161;"Military Balance";journal;"14799022, 04597222";"Routledge";No;No;0,219;Q3;5;10;24;0;3;9;0,19;0,00;0,00;5;United Kingdom;Western Europe;"Routledge";"1961-1969, 2008, 2010-2026";"Political Science and International Relations (Q3)";"Social Sciences"
441;21100778849;"Southeast Asian Studies";journal;"21867275, 24238686";"Center for Southeast Asian Studies";Yes;No;0,219;Q3;15;14;53;596;40;50;0,60;42,57;22,22;0;Japan;Asiatic Region;"Center for Southeast Asian Studies";"2012-2025";"Development (Q3); Geography, Planning and Development (Q3); Multidisciplinary (Q3); Political Science and International Relations (Q3)";"Multidisciplinary; Social Sciences"
442;19400157211;"Civil Szemle";journal;"30042119, 17863341";"Civil Szemle Foundation";No;No;0,218;Q3;8;44;198;2047;130;175;0,70;46,52;49,23;1;Hungary;Eastern Europe;"Civil Szemle Foundation";"2008-2011, 2013, 2020-2026";"Political Science and International Relations (Q3); Public Administration (Q3); Sociology and Political Science (Q3)";"Social Sciences"
443;14377;"Estudios Sociologicos";journal;"01854186, 24486442";"Colegio de Mexico, A.C., Departamento de Publicaciones";Yes;Yes;0,217;Q3;10;32;176;1340;70;176;0,30;41,88;48,15;0;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"1984-1985, 1992, 1994-1996, 1998, 2014-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
444;19957;"Economic and Political Weekly";journal;"23498846, 00129976";"Economic and Political Weekly";No;No;0,216;Q3;81;861;2504;13134;629;1524;0,26;15,25;37,24;0;India;Asiatic Region;"Economic and Political Weekly";"1978-1980, 1982-1986, 1993, 1995-1997, 2002, 2007-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
445;13478;"Journal of Muslim Minority Affairs";journal;"14699591, 13602004";"Routledge";No;No;0,216;Q3;27;0;45;0;40;45;0,27;0,00;0,00;0;United Kingdom;Western Europe;"Routledge";"1996, 2010-2023";"Anthropology (Q2); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
446;21100904427;"International Journal for Research on Service-Learning and Community Engagement";journal;"23749466";"Tulane University";No;No;0,215;Q3;10;16;42;770;35;42;0,83;48,13;71,70;0;United States;Northern America;"Tulane University";"2017-2025";"Education (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
447;14047;"Muslim World";journal;"14781913, 00274909";"John Wiley and Sons Inc";No;No;0,215;Q3;35;27;62;669;44;61;0,46;24,78;32,14;0;United States;Northern America;"John Wiley and Sons Inc";"1911-2026";"History (Q1); Religious Studies (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
448;21101289897;"Prophetic Law Review";journal;"26862379, 26863464";"Faculty of Law, Universitas Islam Indonesia";Yes;No;0,215;Q3;4;10;36;471;19;36;0,33;47,10;47,06;0;Indonesia;Asiatic Region;"Faculty of Law, Universitas Islam Indonesia";"2021-2025";"Religious Studies (Q1); Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
449;21100872361;"American Political Thought";journal;"21611599, 21611580";"University of Chicago Press";No;No;0,214;Q3;8;29;69;930;21;63;0,33;32,07;4,35;0;United States;Northern America;"University of Chicago Press";"2012, 2015-2026";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
450;21100996940;"Journal of Global Slavery";journal;"2405836X, 24058351";"Brill Academic Publishers";No;No;0,214;Q3;7;9;36;471;30;34;1,09;52,33;41,67;0;Netherlands;Western Europe;"Brill Academic Publishers";"2017, 2019-2025";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
451;21100792094;"Diaspora Studies";journal;"09763457, 09739572";"Brill Academic Publishers";No;No;0,208;Q3;13;21;51;1095;36;51;0,55;52,14;50,00;0;United Kingdom;Western Europe;"Brill Academic Publishers";"2009-2010, 2015-2026";"History (Q1); Demography (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
452;7200153103;"Nordic Journal of International Law";journal;"09027351, 15718107";"Martinus Nijhoff Publishers";No;No;0,208;Q3;23;14;74;1563;81;69;0,92;111,64;50,00;0;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"1934, 1937-1939, 1941-1942, 1947, 1949, 1951-1953, 1955-1957, 1960, 1962-1964, 1968-1971, 1973-1974, 1976-1980, 1984-1991, 1995, 2004, 2006-2026";"Law (Q3); Political Science and International Relations (Q3)";"Social Sciences"
453;18800156723;"Asia-Pacific Social Science Review";journal;"01198386";"De la Salle University";No;No;0,207;Q3;16;42;112;2123;104;96;0,89;50,55;54,05;0;Philippines;Asiatic Region;"De la Salle University";"2009-2025";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
454;21100927210;"Balkan Social Science Review";journal;"18578772, 18578799";"Goce Delchev University of Shtip";No;No;0,205;Q3;8;30;96;1342;54;96;0,54;44,73;50,94;0;Macedonia;Eastern Europe;"Goce Delchev University of Shtip";"2013-2025";"Law (Q3); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
455;21101378437;"Jurnal Litigasi";journal;"24422274";"Pasundan University";Yes;No;0,205;Q3;3;30;59;1295;39;59;0,73;43,17;45,00;0;Indonesia;Asiatic Region;"Pasundan University";"2021-2025";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Public Administration (Q4)";"Social Sciences"
